# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       5.188594080369e-10       2.553353595105e-15       6.563286844449e-13       4.071387216703e-19       2.351359497220e-08      -2.658854093122e-09      -1.857084044839e-12 
    3       3.809600901895e-10       4.872883663444e-15       6.339571608153e-13       8.149979499039e-19       1.395861829154e-08      -1.748334424500e-09      -1.510352186400e-12 
    4       3.059238227813e-10       7.119866944619e-15       6.029128446801e-13       1.359896090927e-18       9.639338234290e-09      -1.269336649084e-09      -1.275637150053e-12 
    5       2.591920504172e-10       8.582096947592e-15       5.596996344762e-13       2.042698120202e-18       7.161646062365e-09      -9.764628768102e-10      -1.072205131798e-12 
    6       2.274223385576e-10       8.934793247579e-15       5.063780241469e-13       2.864406665833e-18       5.560967816696e-09      -7.803567931708e-10      -8.800904716225e-13 
    7       2.045767161198e-10       8.258711154462e-15       4.489016484944e-13       3.826115013894e-18       4.459747533218e-09      -6.412704700339e-10      -7.016235457855e-13 
    8       1.875585353864e-10       6.881192681383e-15       3.915262982470e-13       4.928955801200e-18       3.669178183322e-09      -5.383614088824e-10      -5.397603449189e-13 
    9       1.745365111532e-10       5.214530355680e-15       3.371619793381e-13       6.174047787789e-18       3.081684165041e-09      -4.597404399722e-10      -3.967603090655e-13 
   10       1.644088026886e-10       3.624155959201e-15       2.876338588097e-13       7.562443205492e-18       2.631971671988e-09      -3.980528272279e-10      -2.739759659325e-13 
   11       1.564339348230e-10       2.351297396777e-15       2.439996180630e-13       9.095078171396e-18       1.991685388120e-09      -3.301453794417e-10      -1.725256445668e-13 
   12       1.500651667603e-10       1.492511186937e-15       2.068901260922e-13       1.077272853554e-17       1.725408882545e-09      -2.905414871005e-10      -9.128809053005e-14 
   13       1.449831734252e-10       1.022627575550e-15       1.765555085646e-13       1.259597330548e-17       1.508928698909e-09      -2.576326039480e-10      -2.900842059602e-14 
   14       1.409420305481e-10       8.411377840343e-16       1.529747111497e-13       1.456516746567e-17       1.330449036027e-09      -2.300850457621e-10       1.527751365992e-14 
   15       1.376885137025e-10       8.227439815756e-16       1.359339442676e-13       1.668042560073e-17       1.181499236760e-09      -2.065723816811e-10       4.398021193786e-14 
   16       1.350920259648e-10       8.577452092977e-16       1.249392340221e-13       1.894161725575e-17       1.055861858116e-09      -1.864268724904e-10       5.894591269735e-14 
   17       1.330628976136e-10       8.749488828269e-16       1.192275359669e-13       2.134837444423e-17       9.488919983365e-10      -1.688848907315e-10       6.297539915527e-14 
   18       1.314579195939e-10       8.457256098319e-16       1.179430920743e-13       2.390010493381e-17       8.566196654393e-10      -1.536198127382e-10       5.851539267455e-14 
   19       1.302580914893e-10       7.797998638534e-16       1.203681326378e-13       2.659605426540e-17       7.776075000425e-10      -1.404241367468e-10       4.780030968418e-14 
   20       1.293789756787e-10       7.019572589678e-16       1.253986748435e-13       2.943527908480e-17       7.084065764327e-10      -1.286911719164e-10       3.376182149785e-14 
   21       1.287894652887e-10       6.372877621626e-16       1.322629200010e-13       3.241678539490e-17       6.478075393507e-10      -1.182715806841e-10       1.827313237280e-14 
