# Matter power spectrum P(k) at redshift z=0
# for k=1.02348e-05 to 1.06754 h/Mpc,
# number of wavenumbers equal to 604
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.150095829953e-02       1.797800084547e+04 
       2.163050722054e-02       1.791742500984e+04 
       2.176014648100e-02       1.785629345199e+04 
       2.188987789841e-02       1.779459154296e+04 
       2.201970333420e-02       1.773238894804e+04 
       2.214962469485e-02       1.766966021587e+04 
       2.227964393293e-02       1.760642568534e+04 
       2.240976304819e-02       1.754271639160e+04 
       2.253998408875e-02       1.747851709629e+04 
       2.267030915224e-02       1.741388000990e+04 
       2.280074038699e-02       1.734875423059e+04 
       2.293127999337e-02       1.728321996668e+04 
       2.306193022497e-02       1.721730393473e+04 
       2.319269339003e-02       1.715092711023e+04 
       2.332357185276e-02       1.708414171112e+04 
       2.345456803477e-02       1.701704421030e+04 
       2.358568441654e-02       1.694957173875e+04 
       2.371692353894e-02       1.688171892519e+04 
       2.384828800478e-02       1.681350052919e+04 
       2.397978048042e-02       1.674495317430e+04 
       2.411140369743e-02       1.667610991077e+04 
       2.424316045433e-02       1.660696345783e+04 
       2.437505361834e-02       1.653752655329e+04 
       2.450708612721e-02       1.646777478702e+04 
       2.463926099116e-02       1.639772586211e+04 
       2.477158129478e-02       1.632750778249e+04 
       2.490405019907e-02       1.625696758931e+04 
       2.503667094354e-02       1.618622786295e+04 
       2.516944684839e-02       1.611523044492e+04 
       2.530238131669e-02       1.604405970531e+04 
       2.543547783673e-02       1.597262666333e+04 
       2.556873998442e-02       1.590107947317e+04 
       2.570217142573e-02       1.582924923248e+04 
       2.583577591927e-02       1.575731434519e+04 
       2.596955731895e-02       1.568518539367e+04 
       2.610351957667e-02       1.561289953298e+04 
       2.623766674525e-02       1.554049361262e+04 
       2.637200298129e-02       1.546793277271e+04 
       2.650653254826e-02       1.539524923905e+04 
       2.664125981963e-02       1.532243275677e+04 
       2.677618928218e-02       1.524957220291e+04 
       2.691132553937e-02       1.517656121451e+04 
       2.704667331486e-02       1.510349794100e+04 
       2.718223745615e-02       1.503028476712e+04 
       2.731802293841e-02       1.495709691681e+04 
       2.745403486834e-02       1.488378714048e+04 
       2.759027848832e-02       1.481047787688e+04 
       2.772675918061e-02       1.473705732213e+04 
       2.786348247175e-02       1.466365276661e+04 
       2.800045403713e-02       1.459019705744e+04 
       2.813767970575e-02       1.451665975877e+04 
       2.827516546516e-02       1.444317581242e+04 
       2.841291746660e-02       1.436970843049e+04 
       2.855094203029e-02       1.429618414413e+04 
       2.868924565107e-02       1.422271482195e+04 
       2.882783500412e-02       1.414928494505e+04 
       2.896671695100e-02       1.407575417146e+04 
       2.910589854595e-02       1.400238149274e+04 
       2.924538704236e-02       1.392898599829e+04 
       2.938518989964e-02       1.385562892122e+04 
       2.952531479031e-02       1.378235022592e+04 
       2.966576960737e-02       1.370911860552e+04 
       2.980656247206e-02       1.363596879441e+04 
       2.994770174189e-02       1.356287891607e+04 
       3.008919601908e-02       1.348988025672e+04 
       3.023105415936e-02       1.341688708100e+04 
       3.037328528111e-02       1.334409964534e+04 
       3.051589877501e-02       1.327129652816e+04 
       3.065890431403e-02       1.319859986424e+04 
       3.080231186397e-02       1.312605620803e+04 
       3.094613169443e-02       1.305358776396e+04 
       3.109037439030e-02       1.298126783879e+04 
       3.123505086384e-02       1.290904173338e+04 
       3.138017236727e-02       1.283690262296e+04 
       3.152575050602e-02       1.276494321593e+04 
       3.167179725260e-02       1.269307488864e+04 
       3.181832496119e-02       1.262137680834e+04 
       3.196534638288e-02       1.254976317962e+04 
       3.211287468174e-02       1.247832864423e+04 
       3.226092345171e-02       1.240714644594e+04 
       3.240950673428e-02       1.233592731227e+04 
       3.255863903719e-02       1.226498994112e+04 
       3.270833535400e-02       1.219421366457e+04 
       3.285861118480e-02       1.212354987865e+04 
       3.300948255792e-02       1.205305806270e+04 
       3.316096605289e-02       1.198273028838e+04 
       3.331307882464e-02       1.191259542870e+04 
       3.346583862897e-02       1.184262728760e+04 
       3.361926384954e-02       1.177287249519e+04 
       3.377337352630e-02       1.170319389212e+04 
       3.392818738556e-02       1.163380664971e+04 
       3.408372587182e-02       1.156454672572e+04 
       3.424001018143e-02       1.149548860173e+04 
       3.439706229824e-02       1.142662696340e+04 
       3.455490503135e-02       1.135796043426e+04 
       3.471356205519e-02       1.128949003036e+04 
       3.487305795201e-02       1.122120783517e+04 
       3.503341825700e-02       1.115307648938e+04 
       3.519466950623e-02       1.108524596930e+04 
       3.535683928766e-02       1.101752705254e+04 
       3.551995629533e-02       1.095005025146e+04 
       3.568405038718e-02       1.088276555528e+04 
       3.584915264658e-02       1.081569763364e+04 
       3.601529544804e-02       1.074884046040e+04 
       3.618251252722e-02       1.068218094573e+04 
       3.635083905589e-02       1.061571368203e+04 
       3.652031172196e-02       1.054946657741e+04 
       3.669096881516e-02       1.048341294464e+04 
       3.686285031882e-02       1.041760538893e+04 
       3.703599800828e-02       1.035193168819e+04 
       3.721045555646e-02       1.028647693433e+04 
       3.738626864732e-02       1.022134271811e+04 
       3.756348509779e-02       1.015629912213e+04 
       3.774215498905e-02       1.009154113162e+04 
       3.792233080800e-02       1.002695858706e+04 
       3.810406759976e-02       9.962583468205e+03 
       3.828742313248e-02       9.898425034375e+03 
       3.847245807539e-02       9.834474931703e+03 
       3.865923619158e-02       9.770672914652e+03 
       3.884782454686e-02       9.707141003120e+03 
       3.903829373643e-02       9.643780272047e+03 
       3.923071813102e-02       9.580659236426e+03 
       3.942517614477e-02       9.517735649004e+03 
       3.962175052691e-02       9.454976575801e+03 
       3.982052868002e-02       9.392441791194e+03 
       4.002160300760e-02       9.330046458823e+03 
       4.022507129441e-02       9.267919785133e+03 
       4.043103712310e-02       9.205972357900e+03 
       4.063961033154e-02       9.144154441612e+03 
       4.085090751544e-02       9.082600492533e+03 
       4.106505258186e-02       9.021150574571e+03 
       4.128217735968e-02       8.959986554977e+03 
       4.150242227425e-02       8.898933244474e+03 
       4.172593709428e-02       8.838041903031e+03 
       4.195288176037e-02       8.777360199381e+03 
       4.218342730588e-02       8.716808218635e+03 
       4.241775688267e-02       8.656503723659e+03 
       4.265606690608e-02       8.596288668641e+03 
       4.289856833594e-02       8.536309906528e+03 
       4.314548811293e-02       8.476564859932e+03 
       4.339707077338e-02       8.416728781380e+03 
       4.365358026893e-02       8.357146695118e+03 
       4.391530202256e-02       8.297759258946e+03 
       4.418254525808e-02       8.238482110659e+03 
       4.445564564671e-02       8.179323098793e+03 
       4.473496832313e-02       8.120335341446e+03 
       4.502091133270e-02       8.061441919851e+03 
       4.531390958447e-02       8.002711860765e+03 
       4.561443939896e-02       7.944083597472e+03 
       4.592302375851e-02       7.885556986232e+03 
       4.624023839038e-02       7.827154667689e+03 
       4.656671884125e-02       7.768861662165e+03 
       4.690316873657e-02       7.710625311094e+03 
       4.725036946224e-02       7.652554857577e+03 
       4.760919156113e-02       7.594473057650e+03 
       4.798060820627e-02       7.536529523557e+03 
       4.836571120047e-02       7.478629792259e+03 
       4.876573006343e-02       7.420804105184e+03 
       4.918205490918e-02       7.362996751444e+03 
       4.961626399731e-02       7.305261890799e+03 
       5.007015707192e-02       7.247511651230e+03 
       5.054579589478e-02       7.189744211427e+03 
       5.104555375095e-02       7.132012168687e+03 
       5.157217617008e-02       7.074193920429e+03 
       5.212885568087e-02       7.016268418192e+03 
       5.271932410220e-02       6.958172154589e+03 
       5.334796664970e-02       6.899837593576e+03 
       5.401996291415e-02       6.841129703873e+03 
       5.474146033124e-02       6.781893248115e+03 
       5.551978562223e-02       6.721869161044e+03 
       5.636369783406e-02       6.660709356336e+03 
       5.728368106118e-02       6.597865511886e+03 
       5.829226200041e-02       6.532625401182e+03 
       5.940431080008e-02       6.463739260046e+03 
       6.063723351269e-02       6.389575692575e+03 
       6.201087980375e-02       6.307528903951e+03 
       6.354686886441e-02       6.213991321983e+03 
       6.526691891100e-02       6.103944933304e+03 
       6.718978835049e-02       5.970868581553e+03 
       6.932686553620e-02       5.807277623910e+03 
       7.167748615377e-02       5.606075016976e+03 
       7.422627735098e-02       5.362888970999e+03 
       7.694479245477e-02       5.078622254173e+03 
       7.979739652351e-02       4.760688231510e+03 
       8.274849418105e-02       4.422290062298e+03 
       8.576776473516e-02       4.079832202780e+03 
       8.883216861032e-02       3.749807212945e+03 
       9.192553795064e-02       3.446273778521e+03 
       9.503711691606e-02       3.179248249390e+03 
       9.815999393221e-02       2.954278220432e+03 
       1.012898242336e-01       2.772765562120e+03 
       1.044239137041e-01       2.632648767479e+03 
       1.075606057181e-01       2.529224829836e+03 
       1.106988867436e-01       2.455852755352e+03 
       1.138381385255e-01       2.404743608839e+03 
       1.169779845307e-01       2.367517603769e+03 
       1.201181955959e-01       2.335823831025e+03 
       1.232586322439e-01       2.302136619088e+03 
       1.263992095256e-01       2.260276984701e+03 
       1.295398756290e-01       2.206037721441e+03 
       1.326805988795e-01       2.137459270907e+03 
       1.358213598427e-01       2.054833024966e+03 
       1.389621465299e-01       1.960434897570e+03 
       1.421029514860e-01       1.857998598613e+03 
       1.452437700216e-01       1.752080187077e+03 
       1.483845991381e-01       1.647369912390e+03 
       1.515254368756e-01       1.548161815902e+03 
       1.546662819148e-01       1.457889031320e+03 
       1.578071333352e-01       1.378922875481e+03 
       1.609479904672e-01       1.312493717673e+03 
       1.640888528019e-01       1.258754641535e+03 
       1.672297199352e-01       1.216940988479e+03 
       1.703705915333e-01       1.185535651157e+03 
       1.735114673115e-01       1.162484518630e+03 
       1.766523470206e-01       1.145888609539e+03 
       1.797932304379e-01       1.132713840665e+03 
       1.829341173618e-01       1.120351203613e+03 
       1.860750076078e-01       1.106492370342e+03 
       1.892159010057e-01       1.089329171329e+03 
       1.923567973978e-01       1.067728690152e+03 
       1.954976966375e-01       1.041284062160e+03 
       1.986385985878e-01       1.010246205262e+03 
       2.017795031208e-01       9.754189822610e+02 
       2.049204101166e-01       9.379480265154e+02 
       2.080613194625e-01       8.992020754482e+02 
       2.112022310528e-01       8.605760543833e+02 
       2.143431447882e-01       8.234011114949e+02 
       2.174840605750e-01       7.888161789786e+02 
       2.206249783249e-01       7.576862102780e+02 
       2.237658979546e-01       7.305495296433e+02 
       2.269068193856e-01       7.075929997810e+02 
       2.300477425436e-01       6.886629231306e+02 
       2.331886673583e-01       6.733344160765e+02 
       2.363295937632e-01       6.609653458147e+02 
       2.394705216954e-01       6.507896957631e+02 
       2.426114510951e-01       6.419921301832e+02 
       2.457523819057e-01       6.337750229346e+02 
       2.488933140735e-01       6.253941917628e+02 
       2.520342475474e-01       6.162371473411e+02 
       2.551751822790e-01       6.058428815904e+02 
       2.583161182219e-01       5.939519432919e+02 
       2.614570553324e-01       5.805177190685e+02 
       2.645979935686e-01       5.657007647314e+02 
       2.677389328906e-01       5.498392577239e+02 
       2.708798732605e-01       5.333800067620e+02 
       2.740208146420e-01       5.168143707880e+02 
       2.771617570005e-01       5.006082907676e+02 
       2.803027003031e-01       4.851657521184e+02 
       2.834436445181e-01       4.707990956962e+02 
       2.865845896154e-01       4.577218757814e+02 
       2.897255355661e-01       4.460458236369e+02 
       2.928664823427e-01       4.357823754730e+02 
       2.960074299186e-01       4.268534821371e+02 
       2.991483782687e-01       4.190924273945e+02 
       3.022893273686e-01       4.122663662899e+02 
       3.054302771951e-01       4.060996246878e+02 
       3.085712277259e-01       4.003062317480e+02 
       3.117121789396e-01       3.946195430681e+02 
       3.148531308156e-01       3.888190040295e+02 
       3.179940833342e-01       3.827402072845e+02 
       3.211350364766e-01       3.762795132660e+02 
       3.242759902244e-01       3.693985477170e+02 
       3.274169445602e-01       3.621053758600e+02 
       3.305578994671e-01       3.544648259983e+02 
       3.336988549289e-01       3.465816753923e+02 
       3.368398109300e-01       3.385934976853e+02 
       3.399807674555e-01       3.306528180939e+02 
       3.431217244908e-01       3.229125120368e+02 
       3.462626820220e-01       3.155079224719e+02 
       3.494036400357e-01       3.085329908702e+02 
       3.525445985189e-01       3.020490680280e+02 
       3.556855574592e-01       2.960715296332e+02 
       3.588265168444e-01       2.905846593263e+02 
       3.619674766629e-01       2.855492346890e+02 
       3.651084369036e-01       2.809033225052e+02 
       3.682493975555e-01       2.765773290757e+02 
       3.713903586082e-01       2.724842496711e+02 
       3.745313200516e-01       2.685401840299e+02 
       3.776722818758e-01       2.646601142182e+02 
       3.808132440715e-01       2.607706003974e+02 
       3.839542066294e-01       2.568188860732e+02 
       3.870951695407e-01       2.527765334792e+02 
       3.902361327968e-01       2.486356988002e+02 
       3.933770963895e-01       2.444095650391e+02 
       3.965180603107e-01       2.401241030716e+02 
       3.996590245526e-01       2.358105758707e+02 
       4.027999891077e-01       2.315042192254e+02 
       4.059409539688e-01       2.272452454658e+02 
       4.090819191287e-01       2.230746285360e+02 
       4.122228845805e-01       2.190284163192e+02 
       4.153638503177e-01       2.151415386107e+02 
       4.185048163338e-01       2.114395516442e+02 
       4.216457826224e-01       2.079322719144e+02 
       4.247867491777e-01       2.046162256268e+02 
       4.279277159936e-01       2.014787265291e+02 
       4.310686830644e-01       1.984963559846e+02 
       4.342096503847e-01       1.956453699151e+02 
       4.373506179489e-01       1.928974012401e+02 
       4.404915857519e-01       1.902262181968e+02 
       4.436325537886e-01       1.876087521228e+02 
       4.467735220539e-01       1.850192245748e+02 
       4.499144905433e-01       1.824357520150e+02 
       4.530554592518e-01       1.798434509294e+02 
       4.561964281751e-01       1.772343473858e+02 
       4.593373973086e-01       1.746094020012e+02 
       4.624783666482e-01       1.719778788226e+02 
       4.656193361895e-01       1.693542004852e+02 
       4.687603059286e-01       1.667558879128e+02 
       4.719012758614e-01       1.641956256315e+02 
       4.750422459841e-01       1.616885950878e+02 
       4.781832162930e-01       1.592444615646e+02 
       4.813241867844e-01       1.568718694139e+02 
       4.844651574548e-01       1.545774491829e+02 
       4.876061283006e-01       1.523655748663e+02 
       4.907470993185e-01       1.502362438385e+02 
       4.938880705052e-01       1.481867439340e+02 
       4.970290418575e-01       1.462070934420e+02 
       5.001700133723e-01       1.442856367052e+02 
       5.033109850465e-01       1.424109859591e+02 
       5.064519568771e-01       1.405726815345e+02 
       5.095929288612e-01       1.387626588004e+02 
       5.127339009960e-01       1.369748381646e+02 
       5.158748732788e-01       1.352060009579e+02 
       5.190158457068e-01       1.334539928439e+02 
       5.221568182775e-01       1.317149050977e+02 
       5.252977909881e-01       1.299880168939e+02 
       5.284387638364e-01       1.282733319390e+02 
       5.315797368197e-01       1.265742746445e+02 
       5.347207099358e-01       1.248951121098e+02 
       5.378616831822e-01       1.232415698414e+02 
       5.410026565567e-01       1.216194359127e+02 
       5.441436300571e-01       1.200311202346e+02 
       5.472846036813e-01       1.184788258452e+02 
       5.504255774270e-01       1.169616193760e+02 
       5.535665512922e-01       1.154805852279e+02 
       5.567075252748e-01       1.140350415428e+02 
       5.598484993730e-01       1.126245518270e+02 
       5.629894735848e-01       1.112486523829e+02 
       5.661304479082e-01       1.099059822958e+02 
       5.692714223414e-01       1.085925148864e+02 
       5.724123968826e-01       1.073035820784e+02 
       5.755533715300e-01       1.060352817368e+02 
       5.786943462819e-01       1.047830905869e+02 
       5.818353211366e-01       1.035460574696e+02 
       5.849762960925e-01       1.023238186269e+02 
       5.881172711478e-01       1.011161588228e+02 
       5.912582463011e-01       9.992385823342e+01 
       5.943992215507e-01       9.874578269385e+01 
       5.975401968951e-01       9.758216730749e+01 
       6.006811723330e-01       9.643266697361e+01 
       6.038221478626e-01       9.529855333211e+01 
       6.069631234828e-01       9.418189860308e+01 
       6.101040991920e-01       9.308382188524e+01 
       6.132450749889e-01       9.200688819452e+01 
       6.163860508721e-01       9.095170363199e+01 
       6.195270268403e-01       8.991673328492e+01 
       6.226680028923e-01       8.890135590526e+01 
       6.258089790267e-01       8.790452984578e+01 
       6.289499552424e-01       8.692478290389e+01 
       6.320909315381e-01       8.596238848712e+01 
       6.352319079126e-01       8.501657386720e+01 
       6.383728843648e-01       8.408718318214e+01 
       6.415138608934e-01       8.317333432963e+01 
       6.446548374975e-01       8.227312406984e+01 
       6.477958141759e-01       8.138498997174e+01 
       6.509367909275e-01       8.050738264966e+01 
       6.540777677512e-01       7.964032099019e+01 
       6.572187446461e-01       7.878397467183e+01 
       6.603597216111e-01       7.793910691523e+01 
       6.635006986452e-01       7.710637888774e+01 
       6.666416757474e-01       7.628563847366e+01 
       6.697826529168e-01       7.547634580147e+01 
       6.729236301524e-01       7.467809003681e+01 
       6.760646074533e-01       7.389095917277e+01 
       6.792055848186e-01       7.311458132437e+01 
       6.823465622474e-01       7.235068437293e+01 
       6.854875397388e-01       7.159907313044e+01 
       6.886285172920e-01       7.086048846001e+01 
       6.917694949061e-01       7.013409244513e+01 
       6.949104725803e-01       6.941896467634e+01 
       6.980514503138e-01       6.871415475663e+01 
       7.011924281058e-01       6.801865528478e+01 
       7.043334059555e-01       6.733291765425e+01 
       7.074743838621e-01       6.665749799013e+01 
       7.106153618248e-01       6.599165522374e+01 
       7.137563398430e-01       6.533563036346e+01 
       7.168973179159e-01       6.468867962358e+01 
       7.200382960428e-01       6.404976528543e+01 
       7.231792742230e-01       6.341863234104e+01 
       7.263202524558e-01       6.279481483291e+01 
       7.294612307404e-01       6.217903132054e+01 
       7.326022090763e-01       6.157138624258e+01 
       7.357431874628e-01       6.097243709177e+01 
       7.388841658992e-01       6.038207808666e+01 
       8.078816873064e-01       4.920573100585e+01 
       9.080218283731e-01       3.754544625817e+01 
       1.067542677316e+00       2.569912181043e+01 
