# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.694013723687e-10       1.010509585650e-14       4.767249488542e-13       1.194455594760e-19       6.239949464829e-09       5.157813340840e-10      -2.772712453231e-12 
    3       1.625782604939e-10       1.518541321162e-14       5.416905393453e-13       2.390219645149e-19       3.771833916067e-09       3.899935583262e-10      -2.261247363975e-12 
    4       1.538389700121e-10       1.530518080130e-14       5.296106985493e-13       3.986562851486e-19       2.586927496404e-09       3.091387484082e-10      -1.610136560049e-12 
    5       1.460278695603e-10       1.190318145600e-14       4.876208339027e-13       5.985108372051e-19       1.911369180608e-09       2.528692643232e-10      -1.001852661695e-12 
    6       1.396992338626e-10       7.615829097233e-15       4.367598464229e-13       8.387784582443e-19       1.481480062774e-09       2.115480980936e-10      -4.980617032101e-13 
    7       1.348461126707e-10       4.354136958994e-15       3.861931448758e-13       1.119676383172e-18       1.187211931764e-09       1.800318006261e-10      -1.223038392626e-13 
    8       1.312127712264e-10       2.656649622409e-15       3.388393887041e-13       1.441439444834e-18       9.752622568373e-10       1.553495110630e-10       1.247976873687e-13 
    9       1.286647458027e-10       2.085125746807e-15       2.957148035506e-13       1.804312862119e-18       8.171049259493e-10       1.356792438648e-10       2.575362481807e-13 
   10       1.270469415130e-10       1.938477407512e-15       2.575419940944e-13       2.208544892831e-18       6.957686836977e-10       1.197584970141e-10       2.994802513350e-13 
   11       1.261045013662e-10       1.754451366258e-15       2.252509394534e-13       2.654379632266e-18       5.905467003727e-10       1.070531177469e-10       2.778721200805e-13 
   12       1.257404127055e-10       1.427389059818e-15       1.995608603052e-13       3.142050230724e-18       5.147365974444e-10       9.608138616283e-11       2.211876737747e-13 
   13       1.258438683272e-10       1.063512780745e-15       1.805717997508e-13       3.671772784609e-18       4.526878026356e-10       8.666452369760e-11       1.512204979305e-13 
   14       1.263290635075e-10       7.881123403994e-16       1.680245383343e-13       4.243741126922e-18       4.011893902025e-10       7.872565397632e-11       8.564494493846e-14 
   15       1.270985630863e-10       6.449221945439e-16       1.613998262960e-13       4.858122705144e-18       3.579451023369e-10       7.194326155924e-11       3.507747614028e-14 
   16       1.280904708541e-10       6.038762660098e-16       1.598412608603e-13       5.515055689139e-18       3.212552797342e-10       6.596860799867e-11       3.772763346883e-15 
   17       1.293207916149e-10       6.165451463749e-16       1.621980829728e-13       6.214647400794e-18       2.898379602480e-10       6.062790155608e-11      -8.988688437767e-15 
   18       1.306832063049e-10       6.560627618136e-16       1.672218212138e-13       6.956973460151e-18       2.626158576564e-10       5.590535713640e-11      -7.362914039546e-15 
   19       1.321961515864e-10       7.240421021867e-16       1.739936715241e-13       7.742082125798e-18       2.391381631098e-10       5.177047495858e-11       3.522230438700e-15 
   20       1.338612626174e-10       8.270164280886e-16       1.814225338424e-13       8.569989662893e-18       2.184907834241e-10       4.806984843859e-11       1.699802240746e-14 
   21       1.356537882743e-10       9.617741888676e-16       1.889688364513e-13       9.440693319574e-18       2.003407246509e-10       4.474985790977e-11       2.882036866227e-14 
   22       1.375094135982e-10       1.119938439936e-15       1.962208290254e-13       1.035416584711e-17       1.842444241277e-10       4.174173568671e-11       3.551343522975e-14 
   23       1.394585048258e-10       1.294341673443e-15       2.030266551488e-13       1.131037113097e-17       1.699750739719e-10       3.904152112564e-11       3.628829227523e-14 
   24       1.415314226397e-10       1.479329749687e-15       2.093154476376e-13       1.230925867804e-17       1.571979352669e-10       3.662699816447e-11       3.166108974552e-14 
   25       1.437076584596e-10       1.681177358038e-15       2.150855270869e-13       1.335078206866e-17       1.457591351455e-10       3.444660668837e-11       2.324868149930e-14 
   26       1.459356220662e-10       1.909498363796e-15       2.203499297571e-13       1.443489221305e-17       1.354482673126e-10       3.242345663251e-11       1.337777474782e-14 
   27       1.482170151457e-10       2.165417439974e-15       2.250766055495e-13       1.556155363565e-17       1.261397975428e-10       3.055391653295e-11       4.144680693661e-15 
   28       1.505581937973e-10       2.447340185958e-15       2.291930295298e-13       1.673074015195e-17       1.176716056271e-10       2.884286633774e-11      -2.481854146385e-15 
   29       1.529663456533e-10       2.755329150869e-15       2.325371080766e-13       1.794245421267e-17       1.099987960482e-10       2.728387724458e-11      -6.064686286126e-15 
   30       1.554341455319e-10       3.089757353273e-15       2.348853206664e-13       1.919671562030e-17       1.030369931655e-10       2.585015703134e-11      -6.742001702423e-15 
   31       1.579429797288e-10       3.451045592815e-15       2.360019952432e-13       2.049356153144e-17       9.664195974660e-11       2.450392293205e-11      -4.907549732195e-15 
   32       1.604996801160e-10       3.840731300331e-15       2.357764327647e-13       2.183306058762e-17       9.077985467763e-11       2.324552533054e-11      -1.462115775591e-15 
   33       1.631107154137e-10       4.260808909638e-15       2.341358179551e-13       2.321530823766e-17       8.540879971380e-11       2.208050733548e-11       2.301291426761e-15 
   34       1.657741946408e-10       4.713115496038e-15       2.310250364113e-13       2.464042342620e-17       8.045308199025e-11       2.100680840487e-11       5.036187362171e-15 
   35       1.684899880829e-10       5.198112762276e-15       2.264589784829e-13       2.610854087218e-17       7.588672033370e-11       2.001776591959e-11       6.386230659219e-15 
   36       1.712511437853e-10       5.715656064343e-15       2.204907012791e-13       2.761982007520e-17       7.167234290547e-11       1.909865514357e-11       6.299618271425e-15 
   37       1.740458414781e-10       6.265647738153e-15       2.131718495590e-13       2.917443756784e-17       6.775428580006e-11       1.823109347933e-11       4.830847297771e-15 
