# Matter power spectrum P(k) at redshift z=1
# for k=0.000782008 to 826.306 h/Mpc,
# number of wavenumbers equal to 521
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.790180050317e+00       1.120238109011e-02 
       1.803261711581e+00       1.119548482640e-02 
       1.816348032459e+00       1.118777639606e-02 
       1.829439110324e+00       1.117960534938e-02 
       1.842535044649e+00       1.117065633864e-02 
       1.855635937060e+00       1.116121149293e-02 
       1.868741891384e+00       1.115111147592e-02 
       1.881853013696e+00       1.114053172653e-02 
       1.894969412378e+00       1.112939907516e-02 
       1.908091198167e+00       1.111772109818e-02 
       1.921218484211e+00       1.110552877886e-02 
       1.934351386125e+00       1.109281791141e-02 
       1.947490022052e+00       1.107954572627e-02 
       1.960634512716e+00       1.106575821323e-02 
       1.973784981486e+00       1.105140144769e-02 
       1.986941554440e+00       1.103669628051e-02 
       2.000104360425e+00       1.102140908012e-02 
       2.013273531126e+00       1.100561315033e-02 
       2.026449201130e+00       1.098942734625e-02 
       2.039631507998e+00       1.097274719541e-02 
       2.052820592335e+00       1.095560399438e-02 
       2.066016597861e+00       1.093799218306e-02 
       2.079219671491e+00       1.091993806102e-02 
       2.092429963405e+00       1.090145521780e-02 
       2.105647627131e+00       1.088254126231e-02 
       2.118872819628e+00       1.086313753920e-02 
       2.132105701363e+00       1.084341092118e-02 
       2.145346436406e+00       1.082341566054e-02 
       2.158595192507e+00       1.080280643984e-02 
       2.171852141196e+00       1.078191837120e-02 
       2.185117457873e+00       1.076065528104e-02 
       2.198391321900e+00       1.073888076030e-02 
       2.211673916706e+00       1.071685405638e-02 
       2.224965429883e+00       1.069445031483e-02 
       2.238266053293e+00       1.067170819800e-02 
       2.251575983174e+00       1.064876822710e-02 
       2.264895420252e+00       1.062530277614e-02 
       2.278224569852e+00       1.060151042760e-02 
       2.291563642016e+00       1.057746777441e-02 
       2.304912851625e+00       1.055298690956e-02 
       2.318272418520e+00       1.052838709329e-02 
       2.331642567632e+00       1.050339431638e-02 
       2.345023529111e+00       1.047800827747e-02 
       2.358415538464e+00       1.045239219296e-02 
       2.371818836693e+00       1.042653813797e-02 
       2.385233670439e+00       1.040043797343e-02 
       2.398660292131e+00       1.037393793935e-02 
       2.412098960136e+00       1.034733659089e-02 
       2.425549938921e+00       1.032040401252e-02 
       2.439013499211e+00       1.029315158547e-02 
       2.452489918159e+00       1.026567478521e-02 
       2.465979479518e+00       1.023797135757e-02 
       2.479482473821e+00       1.021006552630e-02 
       2.492999198560e+00       1.018187631332e-02 
       2.506529958385e+00       1.015352500827e-02 
       2.520075065290e+00       1.012492970698e-02 
       2.533634838823e+00       1.009609112752e-02 
       2.547209606292e+00       1.006703023901e-02 
       2.560799702980e+00       1.003788725895e-02 
       2.574405472373e+00       1.000841035033e-02 
       2.588027266386e+00       9.978801929176e-03 
       2.601665445603e+00       9.948983968421e-03 
       2.615320379526e+00       9.919011990762e-03 
       2.628992446828e+00       9.888909719664e-03 
       2.642682035617e+00       9.858634886531e-03 
       2.656389543709e+00       9.828112500585e-03 
       2.670115378912e+00       9.797461310244e-03 
       2.683859959318e+00       9.766704092000e-03 
       2.697623713606e+00       9.735685649835e-03 
       2.711407081356e+00       9.704613989530e-03 
       2.725210513372e+00       9.673422342285e-03 
       2.739034472025e+00       9.641994726215e-03 
       2.752879431593e+00       9.610475592366e-03 
       2.766745878632e+00       9.578867842525e-03 
       2.780634312346e+00       9.547126300580e-03 
       2.794545244977e+00       9.515251360559e-03 
       2.808479202212e+00       9.483292117177e-03 
       2.822436723601e+00       9.451185999567e-03 
       2.836418362989e+00       9.418980290651e-03 
       2.850424688975e+00       9.386709850575e-03 
       2.864456285375e+00       9.354382638441e-03 
       2.878513751715e+00       9.321818738463e-03 
       2.892597703737e+00       9.289234953769e-03 
       2.906708773924e+00       9.256561605579e-03 
       2.920847612054e+00       9.223815884793e-03 
       2.935014885766e+00       9.190968481362e-03 
       2.949211281154e+00       9.158139931738e-03 
       2.963437503391e+00       9.125161806242e-03 
       2.977694277368e+00       9.092135395471e-03 
       2.991982348365e+00       9.059032843394e-03 
       3.006302482755e+00       9.025866395190e-03 
       3.020655468728e+00       8.992614494597e-03 
       3.035042117052e+00       8.959338999528e-03 
       3.049463261869e+00       8.926021065158e-03 
       3.063919761521e+00       8.892637383387e-03 
       3.078412499413e+00       8.859223836589e-03 
       3.092942384916e+00       8.825739332814e-03 
       3.107510354312e+00       8.792221625414e-03 
       3.122117371778e+00       8.758719272310e-03 
       3.136764430413e+00       8.725146380818e-03 
       3.151452553324e+00       8.691487951952e-03 
       3.166182794746e+00       8.657836672291e-03 
       3.180956241227e+00       8.624217562972e-03 
       3.195774012865e+00       8.590518016049e-03 
       3.210637264601e+00       8.556801648063e-03 
       3.225547187580e+00       8.523078021498e-03 
       3.240505010578e+00       8.489283490743e-03 
       3.255512001489e+00       8.455567825733e-03 
       3.270569468902e+00       8.421811015006e-03 
       3.285678763747e+00       8.388019483178e-03 
       3.300841281023e+00       8.354243278871e-03 
       3.316058461622e+00       8.320431949725e-03 
       3.331331794243e+00       8.286655424982e-03 
       3.346662817402e+00       8.252837259529e-03 
       3.362053121560e+00       8.219033631097e-03 
       3.377504351352e+00       8.185212421833e-03 
       3.393018207942e+00       8.151412316281e-03 
       3.408596451511e+00       8.117596357559e-03 
       3.424240903869e+00       8.083858763283e-03 
       3.439953451229e+00       8.050057225506e-03 
       3.455736047124e+00       8.016273326430e-03 
       3.471590715498e+00       7.982498978338e-03 
       3.487519553971e+00       7.948713646174e-03 
       3.503524737298e+00       7.914976070586e-03 
       3.519608521028e+00       7.881207341567e-03 
       3.535773245384e+00       7.847494139027e-03 
       3.552021339378e+00       7.813786888676e-03 
       3.568355325174e+00       7.780074752566e-03 
       3.584777822724e+00       7.746371800314e-03 
       3.601291554689e+00       7.712685945977e-03 
       3.617899351683e+00       7.679038055167e-03 
       3.634604157838e+00       7.645368478904e-03 
       3.651409036743e+00       7.611765771537e-03 
       3.668317177766e+00       7.578109821725e-03 
       3.685331902803e+00       7.544535889325e-03 
       3.702456673475e+00       7.510932219100e-03 
       3.719695098828e+00       7.477369095540e-03 
       3.737050943554e+00       7.443811093354e-03 
       3.754528136797e+00       7.410280759423e-03 
       3.772130781590e+00       7.376756147137e-03 
       3.789863164960e+00       7.343267200594e-03 
       3.807729768784e+00       7.309768968692e-03 
       3.825735281448e+00       7.276243778926e-03 
       3.843884610382e+00       7.242806742042e-03 
       3.862182895556e+00       7.209348564964e-03 
       3.880635524016e+00       7.175871051177e-03 
       3.899248145574e+00       7.142445578585e-03 
       3.918026689747e+00       7.108981757576e-03 
       3.936977384061e+00       7.075556601064e-03 
       3.956106773885e+00       7.042112468226e-03 
       3.975421743902e+00       7.008703521460e-03 
       3.994929541422e+00       6.975264754343e-03 
       4.014637801705e+00       6.941812420859e-03 
       4.034554575509e+00       6.908400450081e-03 
       4.054688359104e+00       6.874936581981e-03 
       4.075048127008e+00       6.841488426079e-03 
       4.095643367754e+00       6.808009958893e-03 
       4.116484123026e+00       6.774507227385e-03 
       4.137581030539e+00       6.741017199169e-03 
       4.158945371104e+00       6.707467120481e-03 
       4.180589120367e+00       6.673933444984e-03 
       4.202525005789e+00       6.640347197277e-03 
       4.224766569501e+00       6.606694475783e-03 
       4.247328237770e+00       6.573040882514e-03 
       4.270225397914e+00       6.539327684755e-03 
       4.293474483636e+00       6.505558293078e-03 
       4.317093069884e+00       6.471744644918e-03 
       4.341099978519e+00       6.437860020676e-03 
       4.365515396296e+00       6.403885680879e-03 
       4.390361006866e+00       6.369869148420e-03 
       4.415660138824e+00       6.335737576560e-03 
       4.441437932165e+00       6.301534422908e-03 
       4.467721525887e+00       6.267221018154e-03 
       4.494540270010e+00       6.232813785804e-03 
       4.521925965824e+00       6.198239352563e-03 
       4.549913138903e+00       6.163566104099e-03 
       4.578539350275e+00       6.128755553108e-03 
       4.607845552168e+00       6.093768376089e-03 
       4.637876496019e+00       6.058616839306e-03 
       4.668681201991e+00       6.023254833062e-03 
       4.700313501127e+00       5.987745209202e-03 
       4.732832663662e+00       5.951975407353e-03 
       4.766304129900e+00       5.915985655220e-03 
       4.800800363723e+00       5.879680401115e-03 
       4.836401853344e+00       5.843139766795e-03 
       4.873198289646e+00       5.806269757058e-03 
       4.911289959622e+00       5.769005824129e-03 
       4.950789401605e+00       5.731428649917e-03 
       4.991823380500e+00       5.693428225412e-03 
       5.034535255993e+00       5.654910030323e-03 
       5.079087835474e+00       5.615917226850e-03 
       5.125666827347e+00       5.576328471275e-03 
       5.174485040846e+00       5.536159901361e-03 
       5.225787517028e+00       5.495133760063e-03 
       5.279857823947e+00       5.453348327869e-03 
       5.337025808469e+00       5.410738303147e-03 
       5.397677168207e+00       5.366989222739e-03 
       5.462265286737e+00       5.322036061982e-03 
       5.531325854531e+00       5.275662403605e-03 
       5.605494853058e+00       5.227636666243e-03 
       5.685530458295e+00       5.177602446042e-03 
       5.772339214273e+00       5.125137431238e-03 
       5.867006226008e+00       5.069821577015e-03 
       5.970827732187e+00       5.010706169984e-03 
       6.085341567982e+00       4.947118516172e-03 
       6.212345703750e+00       4.877629363572e-03 
       6.353886127536e+00       4.800694281067e-03 
       6.512182806499e+00       4.714056049582e-03 
       6.689450761170e+00       4.615163473194e-03 
       6.887577293982e+00       4.500526542176e-03 
       7.107663950452e+00       4.367339126340e-03 
       7.349552095740e+00       4.213106585807e-03 
       7.611573048151e+00       4.037392306847e-03 
       7.890746574670e+00       3.842382077720e-03 
       8.183403374897e+00       3.633414265078e-03 
       8.485921109752e+00       3.417986332731e-03 
       8.795240462370e+00       3.204438123542e-03 
       9.109050929511e+00       3.000851561421e-03 
       9.425737979870e+00       2.813544379139e-03 
       9.744230597455e+00       2.646935940047e-03 
       1.006384188239e+01       2.503204243852e-03 
       1.038414060617e+01       2.382469909435e-03 
       1.070485963254e+01       2.283131032121e-03 
       1.102583483223e+01       2.202313744112e-03 
       1.134696587094e+01       2.136175531975e-03 
       1.166819160154e+01       2.080475380204e-03 
       1.198947482868e+01       2.030802437306e-03 
       1.231079295247e+01       1.983145515587e-03 
       1.263213225074e+01       1.934047605038e-03 
       1.295348439515e+01       1.881013381271e-03 
       1.327484433234e+01       1.822548266715e-03 
       1.359620899655e+01       1.758447685957e-03 
       1.391757652802e+01       1.689421230026e-03 
       1.423894579866e+01       1.616983961070e-03 
       1.456031612421e+01       1.543156784586e-03 
       1.488168708962e+01       1.470147353192e-03 
       1.520305844316e+01       1.400102958804e-03 
       1.552443003212e+01       1.334808603723e-03 
       1.584580176391e+01       1.275623331474e-03 
       1.616717358234e+01       1.223325247982e-03 
       1.648854545333e+01       1.178101892149e-03 
       1.680991735623e+01       1.139686454561e-03 
       1.713128927849e+01       1.107360301213e-03 
       1.745266121252e+01       1.080062490366e-03 
       1.777403315369e+01       1.056490020537e-03 
       1.809540509921e+01       1.035364620205e-03 
       1.841677704738e+01       1.015515469643e-03 
       1.873814899717e+01       9.957758175271e-04 
       1.905952094796e+01       9.750429447799e-04 
       1.938089289936e+01       9.526913756683e-04 
       1.970226485114e+01       9.283967714510e-04 
       2.002363680316e+01       9.022050454138e-04 
       2.034500875535e+01       8.744976307031e-04 
       2.066638070763e+01       8.458330837780e-04 
       2.098775265999e+01       8.169183521995e-04 
       2.130912461240e+01       7.884886036571e-04 
       2.163049656485e+01       7.611406930851e-04 
       2.195186851733e+01       7.353982802643e-04 
       2.227324046983e+01       7.116391776351e-04 
       2.259461242236e+01       6.900407027670e-04 
       2.291598437491e+01       6.707090508693e-04 
       2.323735632748e+01       6.535452655675e-04 
       2.355872828007e+01       6.383852671436e-04 
       2.388010023267e+01       6.249128243403e-04 
       2.420147218529e+01       6.127354567827e-04 
       2.452284413793e+01       6.014301831788e-04 
       2.484421609058e+01       5.905821155720e-04 
       2.516558804324e+01       5.798217229022e-04 
       2.548695999592e+01       5.688552520267e-04 
       2.580833194861e+01       5.575002060145e-04 
       2.612970390131e+01       5.456783012696e-04 
       2.645107585402e+01       5.333733734111e-04 
       2.677244780675e+01       5.206650928096e-04 
       2.709381975948e+01       5.076793959038e-04 
       2.741519171223e+01       4.946150561849e-04 
       2.773656366498e+01       4.816783751800e-04 
       2.805793561775e+01       4.690718185796e-04 
       2.837930757053e+01       4.570023085108e-04 
       2.870067952331e+01       4.456113293972e-04 
       2.902205147611e+01       4.349965805887e-04 
       2.934342342891e+01       4.251938044753e-04 
       2.966479538172e+01       4.161637486376e-04 
       2.998616733454e+01       4.078410666039e-04 
       3.030753928736e+01       4.001229477252e-04 
       3.062891124020e+01       3.928926757594e-04 
       3.095028319304e+01       3.860323965240e-04 
       3.127165514589e+01       3.794161020277e-04 
       3.159302709874e+01       3.729329742896e-04 
       3.191439905161e+01       3.664833373457e-04 
       3.223577100448e+01       3.599890708175e-04 
       3.255714295735e+01       3.534130971245e-04 
       3.287851491023e+01       3.467337169423e-04 
       3.319988686312e+01       3.399705542391e-04 
       3.352125881601e+01       3.331746508709e-04 
       3.384263076891e+01       3.264036667302e-04 
       3.416400272181e+01       3.197161442731e-04 
       3.448537467472e+01       3.131671927904e-04 
       3.480674662764e+01       3.068108079565e-04 
       3.512811858055e+01       3.006915465246e-04 
       3.544949053348e+01       2.948407724454e-04 
       3.577086248641e+01       2.892672195175e-04 
       3.609223443934e+01       2.839895639714e-04 
       3.641360639228e+01       2.789898209138e-04 
       3.673497834522e+01       2.742444013714e-04 
       3.705635029817e+01       2.697158293990e-04 
       3.737772225112e+01       2.653608543351e-04 
       3.769909420407e+01       2.611304596878e-04 
       3.802046615703e+01       2.569884821792e-04 
       3.834183810999e+01       2.529064046771e-04 
       3.866321006296e+01       2.488625212554e-04 
       3.898458201593e+01       2.448432874673e-04 
       3.930595396890e+01       2.408487225654e-04 
       3.962732592187e+01       2.368701085857e-04 
       3.994869787485e+01       2.329179057348e-04 
       4.027006982784e+01       2.289958977220e-04 
       4.059144178082e+01       2.251240387555e-04 
       4.091281373381e+01       2.213172750907e-04 
       4.123418568680e+01       2.175970934030e-04 
       4.155555763980e+01       2.139776191087e-04 
       4.187692959280e+01       2.104670655710e-04 
       4.219830154580e+01       2.070677141254e-04 
       4.251967349880e+01       2.037820882017e-04 
       4.284104545181e+01       2.006056287274e-04 
       4.316241740482e+01       1.975291179813e-04 
       4.348378935783e+01       1.945511441277e-04 
       4.380516131085e+01       1.916628618419e-04 
       4.412653326386e+01       1.888538165182e-04 
       4.444790521688e+01       1.861150221880e-04 
       4.476927716990e+01       1.834340315188e-04 
       4.509064912293e+01       1.807992318080e-04 
       4.541202107595e+01       1.781996977666e-04 
       4.573339302898e+01       1.756321377214e-04 
       4.605476498201e+01       1.730946645473e-04 
       4.637613693505e+01       1.705847869062e-04 
       4.669750888808e+01       1.681094156771e-04 
       4.701888084112e+01       1.656667133643e-04 
       4.734025279416e+01       1.632623332603e-04 
       4.766162474720e+01       1.608976730107e-04 
       4.798299670024e+01       1.585769664932e-04 
       4.830436865329e+01       1.563025497778e-04 
       4.862574060633e+01       1.540799600160e-04 
       4.894711255938e+01       1.519124594441e-04 
       4.926848451243e+01       1.498048886197e-04 
       4.958985646548e+01       1.477519598568e-04 
       4.991122841854e+01       1.457511221266e-04 
       5.023260037159e+01       1.437992393119e-04 
       5.055397232465e+01       1.418901369624e-04 
       5.087534427771e+01       1.400185810037e-04 
       5.119671623077e+01       1.381848119471e-04 
       5.151808818383e+01       1.363813758422e-04 
       5.183946013689e+01       1.346090667855e-04 
       5.216083208996e+01       1.328646214277e-04 
       5.248220404302e+01       1.311450726484e-04 
       5.280357599609e+01       1.294484817098e-04 
       5.312494794916e+01       1.277742034859e-04 
       5.344631990223e+01       1.261230733937e-04 
       5.376769185530e+01       1.244974829364e-04 
       5.408906380838e+01       1.228987383663e-04 
       5.441043576145e+01       1.213282883968e-04 
       5.473180771453e+01       1.197884755229e-04 
       5.505317966761e+01       1.182782266320e-04 
       5.537455162068e+01       1.167964705960e-04 
       5.569592357376e+01       1.153418502044e-04 
       5.601729552684e+01       1.139149244339e-04 
       5.633866747993e+01       1.125162239565e-04 
       5.902670843198e+01       1.017640669596e-04 
       6.205850184901e+01       9.121888294562e-05 
       6.555431387601e+01       8.090078541023e-05 
       6.970852297514e+01       7.062559463213e-05 
       7.485855260492e+01       6.026849745426e-05 
       8.164193061341e+01       4.960336967287e-05 
       9.136762767634e+01       3.842389708179e-05 
       1.067160141509e+02       2.688747614366e-05 
       1.312019207148e+02       1.659132914180e-05 
       1.648744926125e+02       9.635773763045e-06 
       2.075587906241e+02       5.521781889369e-06 
       2.613010130192e+02       3.138064276005e-06 
       3.289584854047e+02       1.770018784019e-06 
       4.141341967013e+02       9.916103481123e-07 
       5.213640641202e+02       5.521105367063e-07 
       6.563584691172e+02       3.056534053444e-07 
       8.263063560180e+02       1.683356582850e-07 
