# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       5.188648769722e-10       2.553354174085e-15       6.563330824798e-13       4.071400096441e-19       2.351282353286e-08      -2.658855942210e-09      -1.857098728860e-12 
    3       3.809643975802e-10       4.872876815330e-15       6.339594045981e-13       8.150005324201e-19       1.395831665765e-08      -1.748350552377e-09      -1.510354660331e-12 
    4       3.059272462826e-10       7.119859118657e-15       6.029147216406e-13       1.359900409351e-18       9.639231472931e-09      -1.269349783932e-09      -1.275637945460e-12 
    5       2.591949166369e-10       8.582093537799e-15       5.597014055921e-13       2.042704623658e-18       7.161606570773e-09      -9.764745150190e-10      -1.072206043785e-12 
    6       2.274247591654e-10       8.934797126256e-15       5.063796178255e-13       2.864415812319e-18       5.560949712298e-09      -7.803676734984e-10      -8.800915222875e-13 
    7       2.045787875528e-10       8.258722682739e-15       4.489030434928e-13       3.826127270915e-18       4.459747635441e-09      -6.412801871264e-10      -7.016247463357e-13 
    8       1.875604261877e-10       6.881209865046e-15       3.915275012616e-13       4.928971645868e-18       3.669192212213e-09      -5.383699897876e-10      -5.397616730918e-13 
    9       1.745382886683e-10       5.214549777936e-15       3.371630043264e-13       6.174067706378e-18       3.081696968873e-09      -4.597482137556e-10      -3.967617183335e-13 
   10       1.644103355042e-10       3.624174054429e-15       2.876347108428e-13       7.562467692456e-18       2.631996283345e-09      -3.980599694710e-10      -2.739773941687e-13 
   11       1.564352939080e-10       2.351311525740e-15       2.440003027490e-13       9.095107727894e-18       1.991695457801e-09      -3.301501328300e-10      -1.725270283870e-13 
   12       1.500665315467e-10       1.492520201648e-15       2.068906705216e-13       1.077276366752e-17       1.725417458076e-09      -2.905458414982e-10      -9.128939096480e-14 
   13       1.449846495381e-10       1.022631818809e-15       1.765559319017e-13       1.259601452143e-17       1.508936041959e-09      -2.576363969613e-10      -2.900946139226e-14 
   14       1.409434382580e-10       8.411386417381e-16       1.529749855635e-13       1.456521527408e-17       1.330455363010e-09      -2.300884686784e-10       1.527660138328e-14 
   15       1.376896189694e-10       8.227432263040e-16       1.359340825130e-13       1.668048050751e-17       1.181504739365e-09      -2.065755549077e-10       4.397946397303e-14 
   16       1.350929731743e-10       8.577443990356e-16       1.249393036574e-13       1.894167976158e-17       1.055866749353e-09      -1.864297429800e-10       5.894544669119e-14 
   17       1.330638652597e-10       8.749489748517e-16       1.192275521653e-13       2.134844504208e-17       9.488963793402e-10      -1.688874165104e-10       6.297510714458e-14 
   18       1.314588355848e-10       8.457267923256e-16       1.179430238973e-13       2.390018410664e-17       8.566236338080e-10      -1.536220249215e-10       5.851528590227e-14 
   19       1.302588906933e-10       7.798018253613e-16       1.203679823921e-13       2.659614248460e-17       7.776111392147e-10      -1.404261232796e-10       4.780039386717e-14 
   20       1.293796968112e-10       7.019592901786e-16       1.253984964603e-13       2.943537680840e-17       7.084098929605e-10      -1.286930487613e-10       3.376202008809e-14 
   21       1.287901367105e-10       6.372892110139e-16       1.322627431546e-13       3.241689306727e-17       6.478105529956e-10      -1.182733876209e-10       1.827337831614e-14 
   22       1.284210024687e-10       6.104535608070e-16       1.401196584783e-13       3.553961191654e-17       5.943151387385e-10      -1.090010721923e-10       3.051385612405e-15 
   23       1.282641571607e-10       6.252912864300e-16       1.483946990469e-13       3.880251902869e-17       5.471085903071e-10      -1.007702557101e-10      -1.067022672109e-14 
   24       1.282928060991e-10       6.755225663578e-16       1.565402775596e-13       4.220463055455e-17       5.049982902905e-10      -9.338987884474e-11      -2.185087985519e-14 
   25       1.284891587004e-10       7.481153243773e-16       1.642482392131e-13       4.574515182932e-17       4.674371912745e-10      -8.675603661075e-11      -3.002826704157e-14 
   26       1.288152302303e-10       8.264880074514e-16       1.712898261447e-13       4.942343695073e-17       4.337015370934e-10      -8.073171110462e-11      -3.505532844020e-14 
   27       1.292673295061e-10       9.018975366220e-16       1.775919271049e-13       5.323911757472e-17       4.033507588728e-10      -7.526547155174e-11      -3.708122354223e-14 
   28       1.298358153386e-10       9.690663821876e-16       1.831568331542e-13       5.719207519582e-17       3.758236597914e-10      -7.029366946744e-11      -3.647893037086e-14 
   29       1.305194782590e-10       1.031696323640e-15       1.880653032225e-13       6.128254442197e-17       3.509580897190e-10      -6.578809959707e-11      -3.367406342336e-14 
   30       1.312990298581e-10       1.097743310094e-15       1.924575065550e-13       6.551107817278e-17       3.284648832771e-10      -6.168488282143e-11      -2.927045405094e-14 
