# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       5.188457151223e-10       2.553364802255e-15       6.563230949668e-13       4.071363349484e-19       2.351264022512e-08      -2.658791518536e-09      -1.857077749835e-12 
    3       3.809495491751e-10       4.872905807771e-15       6.339520129062e-13       8.149931605933e-19       1.395816126468e-08      -1.748296546841e-09      -1.510349030206e-12 
    4       3.059154473447e-10       7.119890325669e-15       6.029082605535e-13       1.359888074349e-18       9.639083029108e-09      -1.269307082724e-09      -1.275635182787e-12 
    5       2.591853021966e-10       8.582109037304e-15       5.596955908980e-13       2.042686032896e-18       7.161477314210e-09      -9.764396422261e-10      -1.072203224735e-12 
    6       2.274167650952e-10       8.934785338608e-15       5.063744696911e-13       2.864389642798e-18       5.560842118443e-09      -7.803383441644e-10      -8.800881664882e-13 
    7       2.045719200401e-10       8.258681838132e-15       4.488985498379e-13       3.826092166999e-18       4.459654581056e-09      -6.412549674596e-10      -7.016207471863e-13 
    8       1.875543765255e-10       6.881147367465e-15       3.915236076854e-13       4.928926218842e-18       3.669109799716e-09      -5.383480134059e-10      -5.397571265959e-13 
    9       1.745329405431e-10       5.214478448387e-15       3.371596304215e-13       6.174010535852e-18       3.081627001337e-09      -4.597289822786e-10      -3.967568229317e-13 
   10       1.644057288407e-10       3.624107285368e-15       2.876318235898e-13       7.562397329585e-18       2.631931227289e-09      -3.980430212958e-10      -2.739723941783e-13 
   11       1.564311507726e-10       2.351259235467e-15       2.439979338182e-13       9.095022700272e-18       1.991657790616e-09      -3.301367236855e-10      -1.725221352321e-13 
   12       1.500626755600e-10       1.492486743030e-15       2.068887776792e-13       1.077266248556e-17       1.725385110461e-09      -2.905336748268e-10      -9.128474596658e-14 
   13       1.449810713166e-10       1.022615988369e-15       1.765544080904e-13       1.259589568590e-17       1.508908024783e-09      -2.576255998440e-10      -2.900575895818e-14 
