# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_fld            14:(.)w_fld              15:(.)rho_ur             16:(.)rho_crit           17:gr.fac. D             18:gr.fac. f          
       1.000000000000e+14       7.558614563603e-26       4.634785000235e-09       2.157514282175e+22       1.458588595816e+04       1.458588595816e-10       1.458588595816e+18       2.675997438161e-09       2.751479771419e+44       2.451390603497e+33       1.339408137477e+34       2.109179165391e-08       2.193072326819e-46      -9.999999999999e-02       1.903388106213e+44       4.654867877790e+44       5.155722070884e-20       2.000000000000e+14 
       9.930486593843e+13       7.664805539607e-26       4.667526809499e-09       2.127623302400e+22       1.458588595816e+04       1.468798715986e-10       1.448449449668e+18       2.694729420228e-09       2.675767916414e+44       2.400623788821e+33       1.311669806183e+34       2.109179165391e-08       2.152154196905e-46      -9.999999999999e-02       1.851013000347e+44       4.526780916916e+44       7.192865139774e-08       1.433565615564e+02 
       9.861456399050e+13       7.772488392633e-26       4.700268618762e-09       2.098146443022e+22       1.458588595816e+04       1.479080306998e-10       1.438380784179e+18       2.713592526169e-09       2.602139407632e+44       2.350908324129e+33       1.284505918930e+34       2.109179165391e-08       2.111999513473e-46      -9.999999999999e-02       1.800079088584e+44       4.402218496367e+44       1.438573027954e-07       7.167828077820e+01 
       9.792906056653e+13       7.881684082061e-26       4.733010428026e-09       2.069077966669e+22       1.458588595816e+04       1.489433869147e-10       1.428382109413e+18       2.732587673852e-09       2.530536918098e+44       2.302222436600e+33       1.257904579330e+34       2.109179165391e-08       2.072594032215e-46      -9.999999999999e-02       1.750546713907e+44       4.281083632154e+44       2.157859541931e-07       4.778552051880e+01 
       9.724832231036e+13       7.992413861730e-26       4.765752237290e-09       2.040412215454e+22       1.458588595816e+04       1.499859906231e-10       1.418452938841e+18       2.751715787569e-09       2.460904698295e+44       2.254544804314e+33       1.231854137361e+34       2.109179165391e-08       2.033923774589e-46      -9.999999999999e-02       1.702377310534e+44       4.163282008975e+44       2.877146055908e-07       3.583914038910e+01 
       9.657231609767e+13       8.104699284073e-26       4.800313035958e-09       2.012143609879e+22       1.458588595816e+04       1.510358925575e-10       1.408592789316e+18       2.770977798082e-09       2.393188532749e+44       2.207854546917e+33       1.206343184268e+34       2.109179165391e-08       1.995975022864e-46      -9.999999999999e-02       1.655533373886e+44       4.048721906778e+44       3.596432569884e-07       2.867131231128e+01 
       9.590100903443e+13       8.218562204315e-26       4.833054845221e-09       1.984266647745e+22       1.458588595816e+04       1.520931438054e-10       1.398801181048e+18       2.790374642669e-09       2.327335697822e+44       2.162131216471e+33       1.181360547562e+34       2.109179165391e-08       1.958734315254e-46      -9.999999999999e-02       1.609978431393e+44       3.937314129354e+44       4.315719083861e-07       2.389276025940e+01 
       9.523436845525e+13       8.334024784723e-26       4.867615643889e-09       1.956775903083e+22       1.458588595816e+04       1.531577958120e-10       1.389077637585e+18       2.809907265167e-09       2.263294920662e+44       2.117354788506e+33       1.156895286131e+34       2.109179165391e-08       1.922188441139e-46      -9.999999999999e-02       1.565677014088e+44       3.828971934887e+44       5.035005597837e-07       2.047950879377e+01 
       9.457236192179e+13       8.451109498924e-26       4.900357453153e-09       1.929666025097e+22       1.458588595816e+04       1.542299003827e-10       1.379421685785e+18       2.829576616023e-09       2.201016339279e+44       2.073505653244e+33       1.132936685446e+34       2.109179165391e-08       1.886324436385e-46      -9.999999999999e-02       1.522594629000e+44       3.723610968413e+44       5.754292111813e-07       1.791957019455e+01 
       9.391495722125e+13       8.569839136274e-26       4.934918251820e-09       1.902931737122e+22       1.458588595816e+04       1.553095096854e-10       1.369832855794e+18       2.849383652336e-09       2.140451463726e+44       2.030564607016e+33       1.109474252871e+34       2.109179165391e-08       1.851129578739e-46      -9.999999999999e-02       1.480697732290e+44       3.621149196147e+44       6.473578625790e-07       1.592850683960e+01 
       9.326212236469e+13       8.690236806299e-26       4.969479050487e-09       1.876567835600e+22       1.458588595816e+04       1.563966762532e-10       1.360310681027e+18       2.869329337902e-09       2.081553138341e+44       1.988512843847e+33       1.086497713064e+34       2.109179165391e-08       1.816591383320e-46      -9.999999999999e-02       1.439953703139e+44       3.521506841609e+44       7.192865139766e-07       1.433565615564e+01 
       9.261382558559e+13       8.812325943191e-26       5.004039849155e-09       1.850569189063e+22       1.458588595816e+04       1.574914529870e-10       1.350854698140e+18       2.889414643267e-09       2.024275505035e+44       1.947331947224e+33       1.063997003481e+34       2.109179165391e-08       1.782697598188e-46      -9.999999999999e-02       1.400330818349e+44       3.424606323510e+44       7.912151653742e-07       1.303241468694e+01 
       9.197003533823e+13       8.936130310367e-26       5.040419637226e-09       1.824930737137e+22       1.458588595816e+04       1.585938931579e-10       1.341464447011e+18       2.909640545770e-09       1.968573967586e+44       1.907003882029e+33       1.041962269965e+34       2.109179165391e-08       1.749436199998e-46      -9.999999999999e-02       1.361798227639e+44       3.330372195349e+44       8.631438167718e-07       1.194638012970e+01 
       9.133072029615e+13       9.061674005097e-26       5.074980435893e-09       1.799647489557e+22       1.458588595816e+04       1.597040504100e-10       1.332139470716e+18       2.930008029590e-09       1.914405156916e+44       1.867510986638e+33       1.020383862434e+34       2.109179165391e-08       1.716795389737e-46      -9.999999999999e-02       1.324325929631e+44       3.238731086668e+44       9.350724681694e-07       1.102742781203e+01 
       9.069584935070e+13       9.188981463194e-26       5.109541234560e-09       1.774714525193e+22       1.458588595816e+04       1.608219787629e-10       1.322879315507e+18       2.950518085797e-09       1.861726897324e+44       1.828835965191e+33       9.992523306542e+33       2.109179165391e-08       1.684763588535e-46      -9.999999999999e-02       1.287884748487e+44       3.149611645930e+44       1.007001119567e-06       1.023975439688e+01 
       9.006539160943e+13       9.318077463770e-26       5.145921022631e-09       1.750126991095e+22       1.458588595816e+04       1.619477326142e-10       1.313683530792e+18       2.971171712398e-09       1.810498173648e+44       1.790961880015e+33       9.785584200989e+33       2.109179165391e-08       1.653329433560e-46      -9.999999999999e-02       1.252446311195e+44       3.062944484959e+44       1.078929770965e-06       9.557104103757e+00 
       8.943931639467e+13       9.448987134059e-26       5.182300810702e-09       1.725880101549e+22       1.458588595816e+04       1.630813667425e-10       1.304551669108e+18       2.991969914384e-09       1.760679099333e+44       1.753872144203e+33       9.582930678975e+33       2.109179165391e-08       1.622481773989e-46      -9.999999999999e-02       1.217983025475e+44       2.978662124921e+44       1.150858422362e-06       8.959785097272e+00 
       8.881759324197e+13       9.581735954305e-26       5.218680598773e-09       1.701969137141e+22       1.458588595816e+04       1.642229363097e-10       1.295483286105e+18       3.012913703785e-09       1.712230885370e+44       1.717550514356e+33       9.384473988662e+33       2.109179165391e-08       1.592209667045e-46      -9.999999999999e-02       1.184468058300e+44       2.896698943781e+44       1.222787073760e-06       8.432738915079e+00 
       8.820019189868e+13       9.716349762727e-26       5.255060386844e-09       1.678389443845e+22       1.458588595816e+04       1.653724968639e-10       1.286477940522e+18       3.034004099711e-09       1.665115810102e+44       1.681981083465e+33       9.190127216208e+33       2.109179165391e-08       1.562502374125e-46      -9.999999999999e-02       1.151875314998e+44       2.816991125209e+44       1.294715725157e-06       7.964253419797e+00 
       8.758708232243e+13       9.852854760543e-26       5.291440174915e-09       1.655136432110e+22       1.458588595816e+04       1.665301043419e-10       1.277535194163e+18       3.055242128409e-09       1.619297189849e+44       1.647148273944e+33       8.999805247701e+33       2.109179165391e-08       1.533349356983e-46      -9.999999999999e-02       1.120179418943e+44       2.739476608899e+44       1.366644376555e-06       7.545082187175e+00 
       8.697823467967e+13       9.991277517074e-26       5.329638952389e-09       1.632205575974e+22       1.458588595816e+04       1.676958150723e-10       1.268654611879e+18       3.076628823308e-09       1.574739350347e+44       1.613036830811e+33       8.813424731891e+33       2.109179165391e-08       1.504740273997e-46      -9.999999999999e-02       1.089355691788e+44       2.664095042239e+44       1.438573027952e-06       7.167828077816e+00 
       8.637361934426e+13       1.013164497491e-25       5.366018740460e-09       1.609592412175e+22       1.458588595816e+04       1.688696857778e-10       1.259835761549e+18       3.098165225071e-09       1.531407598974e+44       1.579631815005e+33       8.630904043679e+33       2.109179165391e-08       1.476664976495e-46      -9.999999999999e-02       1.059380134256e+44       2.590787733332e+44       1.510501679350e-06       6.826502931254e+00 
       8.577320689599e+13       1.027398445516e-25       5.404217517935e-09       1.587292539291e+22       1.458588595816e+04       1.700517735782e-10       1.251078214050e+18       3.119852381646e-09       1.489268197735e+44       1.546918596845e+33       8.452163248374e+33       2.109179165391e-08       1.449113505159e-46      -9.999999999999e-02       1.030229407454e+44       2.519497605289e+44       1.582430330748e-06       6.516207343469e+00 
       8.517696811915e+13       1.041832366277e-25       5.442416295409e-09       1.565301616876e+22       1.458588595816e+04       1.712421359933e-10       1.242381543248e+18       3.141691348318e-09       1.448288336999e+44       1.514882849619e+33       8.277124066682e+33       2.109179165391e-08       1.422076086493e-46      -9.999999999999e-02       1.001880814696e+44       2.450169151793e+44       1.654358982145e-06       6.232893980709e+00 
       8.458487400115e+13       1.056469069191e-25       5.478796083480e-09       1.543615364618e+22       1.458588595816e+04       1.724408309452e-10       1.233745325966e+18       3.163683187756e-09       1.408436109948e+44       1.483510543315e+33       8.105709840428e+33       2.109179165391e-08       1.395543129352e-46      -9.999999999999e-02       9.743122838417e+43       2.382748393886e+44       1.726287633543e-06       5.973190064846e+00 
       8.399689573103e+13       1.071311403144e-25       5.518813850358e-09       1.522229561509e+22       1.458588595816e+04       1.736479167619e-10       1.225169141972e+18       3.185828970070e-09       1.369680487738e+44       1.452787938474e+33       7.937845498980e+33       2.109179165391e-08       1.369505221541e-46      -9.999999999999e-02       9.475023500998e+43       2.317182837932e+44       1.798216284940e-06       5.734262462252e+00 
       8.341300469814e+13       1.086362257047e-25       5.557012627833e-09       1.501140045017e+22       1.458588595816e+04       1.748634521792e-10       1.216652573954e+18       3.208129772860e-09       1.331991295337e+44       1.422701580172e+33       7.773457526374e+33       2.109179165391e-08       1.343953126478e-46      -9.999999999999e-02       9.214301393233e+43       2.253421434753e+44       1.870144936338e-06       5.513713906012e+00 
       8.283317249071e+13       1.101624560396e-25       5.595211405307e-09       1.480342710280e+22       1.458588595816e+04       1.760874963444e-10       1.208195207502e+18       3.230586681270e-09       1.295339188036e+44       1.393238292127e+33       7.612473929117e+33       2.109179165391e-08       1.318877779917e-46      -9.999999999999e-02       8.960753517539e+43       2.191414539880e+44       1.942073587735e-06       5.309502279863e+00 
       8.225737089444e+13       1.117101283845e-25       5.635229172185e-09       1.459833509308e+22       1.458588595816e+04       1.773201088189e-10       1.199796631084e+18       3.253200788039e-09       1.259695628593e+44       1.364385170934e+33       7.454824204656e+33       2.109179165391e-08       1.294270286730e-46      -9.999999999999e-02       8.714182462173e+43       2.131113874899e+44       2.014002239133e-06       5.119877198439e+00 
       8.168557189121e+13       1.132795439782e-25       5.673427949660e-09       1.439608450192e+22       1.458588595816e+04       1.785613495806e-10       1.191456436032e+18       3.275973193555e-09       1.225032865024e+44       1.336129580404e+33       7.300439310506e+33       2.109179165391e-08       1.270121917755e-46      -9.999999999999e-02       8.474396247527e+43       2.072472489863e+44       2.085930890530e-06       4.943329708838e+00 
       8.111774765760e+13       1.148710082915e-25       5.713445716538e-09       1.419663596327e+22       1.458588595816e+04       1.798112790277e-10       1.183174216516e+18       3.298905005910e-09       1.191323908986e+44       1.308459146041e+33       7.149251634008e+33       2.109179165391e-08       1.246424106697e-46      -9.999999999999e-02       8.241208176652e+43       2.015444726736e+44       2.157859541928e-06       4.778552051877e+00 
       8.055387056366e+13       1.164848310870e-25       5.753463483416e-09       1.399995065650e+22       1.458588595816e+04       1.810699579808e-10       1.174949569530e+18       3.321997340951e-09       1.158542514771e+44       1.281361749615e+33       7.001194962722e+33       2.109179165391e-08       1.223168447090e-46      -9.999999999999e-02       8.014436689898e+43       1.959986183844e+44       2.229788193325e-06       4.624405211493e+00 
       7.999391317146e+13       1.181213264789e-25       5.793481250294e-09       1.380599029879e+22       1.458588595816e+04       1.823374476867e-10       1.166782094866e+18       3.345251322337e-09       1.126663158867e+44       1.254825523857e+33       6.856204455425e+33       2.109179165391e-08       1.200346689315e-46      -9.999999999999e-02       7.793905223552e+43       1.906053681304e+44       2.301716844723e-06       4.479892548634e+00 
