# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.111622074348e+03       5.454100729438e-02       1.828649911962e-06       3.537630005607e+00       5.244747449697e-08       3.354840844372e-03      -1.672623092014e-05 
    3       1.041790781691e+03       9.139230102549e-02       3.659000519231e-06       4.490831949359e+00       6.534916784124e-08       3.343818870425e-03      -2.074016477966e-05 
    4       9.758484599971e+02       1.055223088985e-01       6.102054579190e-06       4.645431029701e+00       7.599578556718e-08       3.257039587556e-03      -2.126215617252e-05 
    5       9.249188433118e+02       9.641931438767e-02       9.159917899203e-06       4.334426277679e+00       8.518855525059e-08       3.145187556342e-03      -1.920708258141e-05 
    6       8.881290937004e+02       7.341766917856e-02       1.283508886065e-05       3.792137575147e+00       9.316735902947e-08       3.025057581438e-03      -1.538782464237e-05 
    7       8.629762519156e+02       4.799018521849e-02       1.713037702243e-05       3.176342481835e+00       1.002277744767e-07       2.903740288382e-03      -1.065235462867e-05 
    8       8.462805145406e+02       2.805459131658e-02       2.204881288382e-05       2.582294131360e+00       1.065734987144e-07       2.784058563653e-03      -5.790642170824e-06 
    9       8.365058872372e+02       1.624993350691e-02       2.759355235401e-05       2.064735286824e+00       1.122803012348e-07       2.668298518437e-03      -1.462037546819e-06 
   10       8.320538227992e+02       1.115809410591e-02       3.376777967216e-05       1.652313231394e+00       1.173875288526e-07       2.558584843611e-03       1.866395769760e-06 
   11       8.314286133734e+02       9.720925333376e-03       4.057461256606e-05       1.356244117382e+00       1.186889794037e-07       2.462152975376e-03       3.925357860544e-06 
   12       8.341917086524e+02       9.295531962784e-03       4.801701332869e-05       1.172228394401e+00       1.226069414768e-07       2.364360729561e-03       4.743806926233e-06 
   13       8.391851684986e+02       8.584202901908e-03       5.609770923380e-05       1.084941753906e+00       1.261192029071e-07       2.272381455099e-03       4.444689004694e-06 
   14       8.458919612286e+02       7.502766523466e-03       6.481912531532e-05       1.073300079943e+00       1.292685053252e-07       2.185076826364e-03       3.305658955722e-06 
   15       8.542862146426e+02       6.523625953059e-03       7.418333201636e-05       1.113289713881e+00       1.320945268548e-07       2.106787888266e-03       1.678814850512e-06 
   16       8.638875903907e+02       6.053797510979e-03       8.419200959369e-05       1.182447975412e+00       1.346307502641e-07       2.035739202354e-03      -8.737520897485e-08 
   17       8.744833576303e+02       6.152171546981e-03       9.484643046741e-05       1.262791048136e+00       1.369051831277e-07       1.967427630828e-03      -1.692482445441e-06 
   18       8.859334958445e+02       6.573348618806e-03       1.061474511915e-04       1.340047752201e+00       1.388882569519e-07       1.901590669132e-03      -2.905040149535e-06 
   19       8.982369562952e+02       7.089844322839e-03       1.180955751245e-04       1.408064599713e+00       1.407621407237e-07       1.839649918836e-03      -3.604273409984e-06 
   20       9.110280476902e+02       7.492918595606e-03       1.306908923894e-04       1.463218309094e+00       1.423775903737e-07       1.778672359974e-03      -3.766407526980e-06 
   21       9.243791833323e+02       7.838246267766e-03       1.439332595020e-04       1.506421263505e+00       1.438287426796e-07       1.720905115433e-03      -3.448555813352e-06 
   22       9.382604873897e+02       8.289549855124e-03       1.578222278081e-04       1.541001828171e+00       1.450887892916e-07       1.668008720473e-03      -2.803574232509e-06 
   23       9.526248813743e+02       8.980288155837e-03       1.723572576757e-04       1.571203165563e+00       1.462330676237e-07       1.619215940466e-03      -1.983094420845e-06 
   24       9.672630894982e+02       1.002200723227e-02       1.875376465706e-04       1.601935385200e+00       1.472095575116e-07       1.570910967809e-03      -1.174008460776e-06 
   25       9.821669352009e+02       1.139934093820e-02       2.033627795202e-04       1.636306610652e+00       1.480769967613e-07       1.522877890945e-03      -5.108483552334e-07 
   26       9.972924540063e+02       1.304661448731e-02       2.198320411091e-04       1.676524245758e+00       1.488124256973e-07       1.475365963958e-03      -1.068794737459e-07 
   27       1.012703934061e+03       1.492391447838e-02       2.369450353304e-04       1.722453643530e+00       1.494450445300e-07       1.430622963572e-03       1.113552539221e-08 
   28       1.028420989983e+03       1.699748434235e-02       2.547015293399e-04       1.772602658739e+00       1.499361068622e-07       1.390728451706e-03      -1.326951837151e-07 
   29       1.044476455294e+03       1.926420523715e-02       2.731017085815e-04       1.824223730231e+00       1.503642573846e-07       1.355574165607e-03      -4.930965015108e-07 
   30       1.060806237806e+03       2.172915633919e-02       2.921460326588e-04       1.873377862120e+00       1.507512668715e-07       1.322766687678e-03      -9.866814740730e-07 
   31       1.077271278108e+03       2.439304168203e-02       3.118352348150e-04       1.915610225371e+00       1.510107805246e-07       1.288789909324e-03      -1.499932457192e-06 
